lojista_id;nome_fantasia;segmento;porte;plano_taxa;uf;cidade;regiao;data_cadastro
286;Espaço Vitória 286;Educação;Média;Standard;RS;Porto Alegre;Sul;2022-08-27
287;Espaço Central 287;Alimentação;MEI;Standard;RJ;Niterói;Sudeste;2022-02-12
288;Center Horizonte 288;Alimentação;MEI;Standard;SC;Florianópolis;Sul;2023-07-11
289;Ateliê Familia 289;Varejo;Pequena;Standard;SP;Santos;Sudeste;2024-04-22
290;Bar Estrela 290;Saúde;MEI;Premium;SC;Florianópolis;Sul;2021-10-28
291;Salão Prime 291;Serviços;Pequena;Standard;MS;Campo Grande;Centro-Oeste;2023-07-08
292;Padaria Familia 292;Educação;MEI;Standard;MG;Juiz de Fora;Sudeste;2024-08-15
293;Empório Vitória 293;Serviços;MEI;Standard;SP;São Paulo;Sudeste;2022-04-15
294;Oficina São José 294;Alimentação;MEI;Standard;GO;Anápolis;Centro-Oeste;2023-11-07
295;Casa Central 295;Alimentação;Média;Standard;CE;Juazeiro do Norte;Nordeste;2024-04-05
296;Casa Horizonte 296;Varejo;Pequena;Standard;RJ;Rio de Janeiro;Sudeste;2023-03-02
297;Boutique São José 297;Outros;Média;Premium;PR;Maringá;Sul;2024-04-06
298;Center Familia 298;Moda e Beleza;MEI;Standard;SC;Florianópolis;Sul;2021-09-20
299;Boutique Popular 299;Alimentação;MEI;Enterprise;CE;Juazeiro do Norte;Nordeste;2023-10-18
300;Restaurante Bom Preço 300;Alimentação;MEI;Standard;MG;Juiz de Fora;Sudeste;2023-04-30
301;Loja Familia 301;Moda e Beleza;MEI;Standard;CE;Juazeiro do Norte;Nordeste;2023-10-19
302;Restaurante Real 302;Serviços;MEI;Standard;SP;Santos;Sudeste;2024-05-08
303;Studio Aurora 303;Serviços;MEI;Standard;SP;Santos;Sudeste;2021-07-10
304;Oficina Nova Era 304;Serviços;MEI;Standard;ES;Vitória;Sudeste;2021-02-26
305;Ateliê Bom Preço 305;Alimentação;MEI;Enterprise;SP;Ribeirão Preto;Sudeste;2021-10-06
306;Empório Familia 306;Outros;MEI;Standard;CE;Juazeiro do Norte;Nordeste;2022-07-21
307;Oficina Prime 307;Serviços;MEI;Standard;GO;Goiânia;Centro-Oeste;2022-05-25
308;Studio Horizonte 308;Outros;Média;Standard;PR;Londrina;Sul;2021-02-20
309;Casa Bom Preço 309;Alimentação;Média;Standard;BA;Feira de Santana;Nordeste;2022-03-12
310;Restaurante Bella 310;Varejo;MEI;Premium;PB;João Pessoa;Nordeste;2024-08-02
311;Clínica São José 311;Serviços;Média;Standard;SP;Campinas;Sudeste;2023-09-18
312;Bar Horizonte 312;Varejo;Média;Standard;MG;Uberlândia;Sudeste;2022-07-10
313;Point Prime 313;Alimentação;Média;Standard;SP;São Paulo;Sudeste;2023-08-01
314;Ateliê Familia 314;Moda e Beleza;Grande;Premium;BA;Salvador;Nordeste;2024-04-28
315;Studio Bella 315;Varejo;Pequena;Standard;DF;Brasília;Centro-Oeste;2022-06-27
316;Center Prime 316;Outros;Pequena;Standard;MT;Cuiabá;Centro-Oeste;2023-01-31
317;Restaurante Central 317;Alimentação;MEI;Standard;ES;Vitória;Sudeste;2021-06-09
318;Studio Familia 318;Saúde;MEI;Premium;SP;Campinas;Sudeste;2021-05-06
319;Espaço Familia 319;Varejo;MEI;Standard;RS;Porto Alegre;Sul;2022-01-31
320;Boutique Nova Era 320;Alimentação;Média;Enterprise;SP;Santos;Sudeste;2024-09-27
321;Padaria Express 321;Varejo;MEI;Standard;SP;Ribeirão Preto;Sudeste;2021-07-27
322;Espaço Nova Era 322;Educação;MEI;Standard;SC;Joinville;Sul;2021-09-30
323;Espaço Aurora 323;Moda e Beleza;Pequena;Premium;SP;Campinas;Sudeste;2023-05-25
324;Boutique Horizonte 324;Varejo;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2024-08-20
325;Oficina Vitória 325;Alimentação;Pequena;Standard;DF;Brasília;Centro-Oeste;2022-08-15
326;Boutique Aurora 326;Serviços;Pequena;Standard;RJ;Duque de Caxias;Sudeste;2021-09-13
327;Ateliê Estrela 327;Saúde;MEI;Premium;SP;São Paulo;Sudeste;2023-12-04
328;Padaria Aurora 328;Alimentação;MEI;Standard;SP;Santos;Sudeste;2021-09-20
329;Bar do Bairro 329;Outros;MEI;Standard;MG;Belo Horizonte;Sudeste;2024-07-13
330;Clínica Real 330;Serviços;MEI;Standard;SP;Ribeirão Preto;Sudeste;2022-08-14
331;Bar Vitória 331;Outros;MEI;Premium;SP;Ribeirão Preto;Sudeste;2022-01-31
332;Point Estrela 332;Moda e Beleza;Pequena;Premium;SP;Santos;Sudeste;2022-10-28
333;Salão Express 333;Serviços;Média;Standard;MG;Belo Horizonte;Sudeste;2022-02-27
334;Empório Real 334;Serviços;Média;Standard;RS;Caxias do Sul;Sul;2022-05-02
335;Padaria Estrela 335;Moda e Beleza;MEI;Premium;MG;Juiz de Fora;Sudeste;2022-11-17
336;Salão Bom Preço 336;Saúde;MEI;Standard;SP;Ribeirão Preto;Sudeste;2022-10-06
337;Padaria Bella 337;Saúde;Média;Standard;RS;Porto Alegre;Sul;2023-02-27
338;Oficina Aurora 338;Varejo;MEI;Standard;DF;Brasília;Centro-Oeste;2021-06-04
339;Bar Central 339;Moda e Beleza;Pequena;Premium;PR;Curitiba;Sul;2024-03-15
340;Bar Bella 340;Alimentação;MEI;Standard;MG;Juiz de Fora;Sudeste;2021-09-03
341;Espaço Nova Era 341;Varejo;MEI;Premium;RJ;Duque de Caxias;Sudeste;2021-07-28
342;Espaço Central 342;Moda e Beleza;Pequena;Premium;PR;Maringá;Sul;2021-04-08
343;Boutique Real 343;Moda e Beleza;MEI;Standard;ES;Vila Velha;Sudeste;2021-09-12
344;Salão Bom Preço 344;Alimentação;MEI;Premium;PR;Maringá;Sul;2021-09-04
345;Oficina Aurora 345;Varejo;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2023-09-08
346;Salão Real 346;Varejo;Pequena;Premium;MG;Juiz de Fora;Sudeste;2022-02-28
347;Padaria Aurora 347;Serviços;Média;Enterprise;PR;Maringá;Sul;2022-10-22
348;Loja Express 348;Educação;Pequena;Standard;GO;Goiânia;Centro-Oeste;2023-05-09
349;Mercadinho Estrela 349;Varejo;MEI;Standard;SP;Santos;Sudeste;2022-11-20
350;Restaurante Central 350;Serviços;Pequena;Standard;SC;Florianópolis;Sul;2022-07-24
351;Bar Popular 351;Moda e Beleza;Pequena;Enterprise;SP;São Paulo;Sudeste;2023-07-24
352;Casa Bella 352;Alimentação;MEI;Standard;GO;Anápolis;Centro-Oeste;2024-05-06
353;Empório Prime 353;Educação;MEI;Standard;RS;Caxias do Sul;Sul;2023-05-10
354;Clínica Nova Era 354;Varejo;MEI;Enterprise;SP;Santos;Sudeste;2022-02-19
355;Mercadinho do Bairro 355;Moda e Beleza;Pequena;Standard;MG;Belo Horizonte;Sudeste;2023-11-02
356;Center Popular 356;Varejo;Média;Standard;MA;São Luís;Nordeste;2021-09-03
357;Loja São José 357;Moda e Beleza;MEI;Standard;BA;Salvador;Nordeste;2022-04-24
358;Mercadinho Familia 358;Alimentação;MEI;Standard;RJ;Niterói;Sudeste;2024-09-11
359;Mercadinho Familia 359;Saúde;MEI;Premium;CE;Fortaleza;Nordeste;2024-03-22
360;Bar Prime 360;Serviços;Grande;Standard;SP;Santos;Sudeste;2021-10-26
361;Bar Vitória 361;Alimentação;Pequena;Standard;SP;São Paulo;Sudeste;2021-07-16
362;Center Central 362;Alimentação;MEI;Standard;PE;Olinda;Nordeste;2022-07-07
363;Clínica São José 363;Alimentação;Média;Standard;MG;Uberlândia;Sudeste;2023-10-31
364;Restaurante Estrela 364;Alimentação;MEI;Premium;AM;Manaus;Norte;2023-08-24
365;Bar Aurora 365;Saúde;Pequena;Standard;SP;Santos;Sudeste;2022-08-03
366;Point Nova Era 366;Varejo;MEI;Standard;SP;Santos;Sudeste;2022-10-18
367;Studio Express 367;Educação;Pequena;Standard;CE;Juazeiro do Norte;Nordeste;2023-04-22
368;Clínica São José 368;Varejo;Média;Standard;SP;Ribeirão Preto;Sudeste;2022-01-19
369;Ateliê Bella 369;Moda e Beleza;MEI;Standard;SP;Santos;Sudeste;2021-04-29
370;Boutique Bella 370;Moda e Beleza;MEI;Premium;RS;Caxias do Sul;Sul;2021-08-15
371;Padaria Aurora 371;Moda e Beleza;MEI;Standard;PB;João Pessoa;Nordeste;2024-04-15
372;Mercadinho São José 372;Serviços;Pequena;Standard;RJ;Niterói;Sudeste;2024-04-28
373;Mercadinho Bom Preço 373;Educação;Pequena;Standard;CE;Juazeiro do Norte;Nordeste;2021-03-21
374;Boutique Bom Preço 374;Saúde;Pequena;Premium;PR;Curitiba;Sul;2024-05-11
375;Espaço Bom Preço 375;Varejo;MEI;Standard;RJ;Duque de Caxias;Sudeste;2023-07-30
376;Empório Prime 376;Alimentação;Pequena;Premium;SC;Florianópolis;Sul;2022-12-08
377;Empório São José 377;Saúde;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2024-01-20
378;Espaço Central 378;Outros;Pequena;Premium;CE;Juazeiro do Norte;Nordeste;2021-09-21
379;Oficina Estrela 379;Alimentação;Pequena;Standard;AM;Manaus;Norte;2021-04-10
380;Center Express 380;Alimentação;Média;Standard;SP;Ribeirão Preto;Sudeste;2024-10-12
381;Clínica do Bairro 381;Alimentação;Grande;Premium;CE;Fortaleza;Nordeste;2023-12-28
382;Center Prime 382;Alimentação;Pequena;Standard;PE;Olinda;Nordeste;2022-02-26
383;Ateliê Estrela 383;Varejo;MEI;Premium;MA;São Luís;Nordeste;2022-03-24
384;Studio Familia 384;Varejo;MEI;Premium;PR;Londrina;Sul;2023-02-28
385;Espaço Horizonte 385;Alimentação;Média;Standard;SP;São Paulo;Sudeste;2022-05-19
386;Salão Aurora 386;Moda e Beleza;Pequena;Premium;RJ;Rio de Janeiro;Sudeste;2023-11-15
387;Loja Horizonte 387;Serviços;Pequena;Standard;SP;Santos;Sudeste;2024-01-18
388;Casa Prime 388;Outros;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2021-11-19
389;Bar Real 389;Serviços;MEI;Standard;PE;Recife;Nordeste;2021-03-27
390;Salão Aurora 390;Moda e Beleza;Pequena;Standard;SP;Santos;Sudeste;2023-06-15
391;Clínica Central 391;Varejo;Grande;Premium;SC;Blumenau;Sul;2023-08-07
392;Mercadinho Familia 392;Varejo;MEI;Standard;RJ;Duque de Caxias;Sudeste;2024-07-13
393;Oficina Vitória 393;Varejo;Grande;Standard;SP;São Paulo;Sudeste;2021-02-12
394;Loja Bom Preço 394;Serviços;Pequena;Standard;MA;São Luís;Nordeste;2021-07-05
395;Ateliê Bom Preço 395;Serviços;MEI;Premium;GO;Anápolis;Centro-Oeste;2022-08-03
396;Studio Popular 396;Alimentação;MEI;Premium;RJ;Niterói;Sudeste;2022-09-18
397;Empório Prime 397;Varejo;MEI;Premium;RJ;Rio de Janeiro;Sudeste;2023-08-23
398;Studio Central 398;Moda e Beleza;MEI;Premium;BA;Feira de Santana;Nordeste;2022-04-07
399;Espaço Nova Era 399;Varejo;Pequena;Premium;RJ;Rio de Janeiro;Sudeste;2021-06-06
400;Clínica Bom Preço 400;Alimentação;MEI;Standard;SC;Joinville;Sul;2022-02-17
401;Espaço Vitória 401;Serviços;MEI;Standard;RS;Caxias do Sul;Sul;2023-05-14
402;Studio Aurora 402;Varejo;MEI;Standard;BA;Feira de Santana;Nordeste;2023-08-02
403;Restaurante Prime 403;Varejo;MEI;Premium;SP;Ribeirão Preto;Sudeste;2023-12-15
404;Clínica Express 404;Serviços;Pequena;Standard;MA;São Luís;Nordeste;2021-11-28
405;Bar Express 405;Serviços;Média;Standard;PR;Londrina;Sul;2024-09-03
406;Studio Bom Preço 406;Saúde;MEI;Standard;SC;Joinville;Sul;2023-01-10
407;Clínica Bella 407;Educação;MEI;Standard;PR;Londrina;Sul;2024-09-16
408;Boutique Express 408;Varejo;MEI;Standard;ES;Vila Velha;Sudeste;2024-09-08
409;Bar Central 409;Alimentação;Pequena;Premium;SP;São Paulo;Sudeste;2023-09-20
410;Point Bom Preço 410;Varejo;Média;Standard;SC;Blumenau;Sul;2021-02-14
411;Empório Horizonte 411;Alimentação;Pequena;Standard;RS;Porto Alegre;Sul;2022-02-10
412;Mercadinho Popular 412;Educação;MEI;Premium;SP;Santos;Sudeste;2023-11-29
413;Loja Aurora 413;Outros;MEI;Standard;PB;João Pessoa;Nordeste;2022-05-05
414;Point São José 414;Serviços;Grande;Enterprise;RJ;Duque de Caxias;Sudeste;2021-12-17
415;Mercadinho Real 415;Serviços;Média;Premium;PR;Curitiba;Sul;2022-03-28
416;Casa Prime 416;Moda e Beleza;MEI;Standard;PR;Curitiba;Sul;2021-10-13
417;Espaço do Bairro 417;Outros;Média;Premium;AM;Manaus;Norte;2024-09-05
418;Center Central 418;Serviços;MEI;Standard;RJ;Niterói;Sudeste;2022-01-12
419;Espaço Bella 419;Alimentação;Pequena;Standard;RS;Porto Alegre;Sul;2022-08-17
420;Mercadinho São José 420;Varejo;Média;Standard;SP;Santos;Sudeste;2022-04-08
421;Casa Popular 421;Saúde;MEI;Standard;SP;Santos;Sudeste;2024-09-27
422;Empório Popular 422;Serviços;MEI;Standard;SP;Santos;Sudeste;2022-03-19
423;Studio Estrela 423;Serviços;MEI;Premium;SP;Ribeirão Preto;Sudeste;2021-05-24
424;Padaria Familia 424;Alimentação;MEI;Standard;RS;Porto Alegre;Sul;2021-08-06
425;Studio Familia 425;Moda e Beleza;MEI;Standard;CE;Juazeiro do Norte;Nordeste;2023-04-11
426;Mercadinho São José 426;Varejo;MEI;Standard;SC;Blumenau;Sul;2024-06-18
427;Ateliê Familia 427;Serviços;Média;Standard;BA;Salvador;Nordeste;2023-02-22
428;Casa Bella 428;Alimentação;MEI;Standard;PR;Maringá;Sul;2022-02-25
429;Salão Nova Era 429;Saúde;MEI;Standard;RJ;Niterói;Sudeste;2023-01-31
430;Padaria Estrela 430;Saúde;Pequena;Premium;RS;Porto Alegre;Sul;2023-06-20
431;Loja Vitória 431;Alimentação;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2021-09-07
432;Oficina São José 432;Alimentação;MEI;Standard;SP;São Paulo;Sudeste;2021-03-01
433;Loja Popular 433;Educação;MEI;Premium;MA;São Luís;Nordeste;2023-01-16
434;Oficina Nova Era 434;Outros;MEI;Premium;MS;Campo Grande;Centro-Oeste;2021-01-25
435;Bar do Bairro 435;Educação;Grande;Standard;PA;Belém;Norte;2024-01-10
436;Studio Horizonte 436;Serviços;Pequena;Standard;PB;João Pessoa;Nordeste;2021-04-20
437;Studio Aurora 437;Varejo;Pequena;Standard;SC;Blumenau;Sul;2023-09-11
438;Restaurante Familia 438;Alimentação;MEI;Standard;PB;João Pessoa;Nordeste;2023-10-18
439;Restaurante Real 439;Saúde;MEI;Standard;PA;Belém;Norte;2022-06-12
440;Salão Nova Era 440;Educação;Pequena;Standard;ES;Vila Velha;Sudeste;2021-11-04
441;Oficina Nova Era 441;Alimentação;Média;Standard;GO;Goiânia;Centro-Oeste;2023-04-06
442;Boutique Real 442;Varejo;Pequena;Enterprise;MS;Campo Grande;Centro-Oeste;2023-05-16
443;Padaria Central 443;Varejo;Pequena;Standard;SP;Campinas;Sudeste;2022-03-10
444;Loja Central 444;Saúde;MEI;Standard;PR;Curitiba;Sul;2021-04-10
445;Studio Estrela 445;Serviços;Pequena;Standard;PB;João Pessoa;Nordeste;2024-01-26
446;Espaço do Bairro 446;Varejo;Média;Standard;RS;Caxias do Sul;Sul;2024-08-26
447;Oficina Bom Preço 447;Varejo;Pequena;Standard;SP;São Paulo;Sudeste;2023-01-29
448;Restaurante Real 448;Alimentação;MEI;Standard;SP;São Paulo;Sudeste;2022-02-05
449;Restaurante Aurora 449;Varejo;Pequena;Standard;RJ;Duque de Caxias;Sudeste;2022-04-05
450;Ateliê São José 450;Varejo;MEI;Standard;SP;São Paulo;Sudeste;2023-07-01
451;Clínica Central 451;Moda e Beleza;MEI;Standard;MG;Uberlândia;Sudeste;2021-10-15
452;Espaço Bom Preço 452;Alimentação;MEI;Standard;SP;Campinas;Sudeste;2023-04-11
453;Mercadinho Aurora 453;Moda e Beleza;Média;Standard;SP;Ribeirão Preto;Sudeste;2024-10-02
454;Clínica Aurora 454;Alimentação;Pequena;Standard;PE;Recife;Nordeste;2023-04-22
455;Studio Horizonte 455;Outros;MEI;Standard;MS;Campo Grande;Centro-Oeste;2024-09-04
456;Mercadinho Horizonte 456;Alimentação;Grande;Standard;SP;Santos;Sudeste;2023-02-05
457;Casa São José 457;Moda e Beleza;MEI;Standard;ES;Vila Velha;Sudeste;2021-07-31
458;Boutique Bella 458;Varejo;MEI;Enterprise;PR;Maringá;Sul;2024-09-30
459;Boutique Estrela 459;Alimentação;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2021-01-12
460;Oficina Real 460;Outros;MEI;Standard;PR;Londrina;Sul;2024-07-25
461;Center Aurora 461;Alimentação;MEI;Premium;GO;Goiânia;Centro-Oeste;2024-04-21
462;Salão Central 462;Outros;MEI;Standard;PR;Curitiba;Sul;2022-06-30
463;Casa Central 463;Alimentação;MEI;Standard;SP;Campinas;Sudeste;2022-10-09
464;Salão Nova Era 464;Varejo;MEI;Standard;BA;Salvador;Nordeste;2021-09-11
465;Oficina Popular 465;Alimentação;MEI;Premium;BA;Feira de Santana;Nordeste;2021-03-19
466;Ateliê Estrela 466;Educação;MEI;Standard;SP;Santos;Sudeste;2023-03-12
467;Loja Vitória 467;Varejo;MEI;Premium;PR;Londrina;Sul;2022-04-27
468;Espaço Popular 468;Educação;Pequena;Premium;CE;Fortaleza;Nordeste;2021-07-02
469;Loja Prime 469;Outros;MEI;Standard;BA;Salvador;Nordeste;2021-06-06
470;Restaurante Familia 470;Varejo;Pequena;Standard;PR;Londrina;Sul;2022-12-28
471;Restaurante Prime 471;Varejo;MEI;Standard;MS;Campo Grande;Centro-Oeste;2023-11-29
472;Studio Real 472;Varejo;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2021-12-03
473;Studio Prime 473;Alimentação;MEI;Standard;MG;Uberlândia;Sudeste;2022-04-03
474;Ateliê Bella 474;Varejo;Pequena;Enterprise;SP;Ribeirão Preto;Sudeste;2021-05-06
475;Salão São José 475;Alimentação;MEI;Standard;MS;Campo Grande;Centro-Oeste;2021-02-16
476;Casa Express 476;Moda e Beleza;Média;Standard;PE;Recife;Nordeste;2023-12-19
477;Point Horizonte 477;Moda e Beleza;MEI;Premium;PE;Olinda;Nordeste;2022-11-21
478;Boutique Prime 478;Saúde;MEI;Standard;RO;Porto Velho;Norte;2021-05-12
479;Studio Bella 479;Saúde;Pequena;Standard;SP;Santos;Sudeste;2022-12-28
480;Restaurante Popular 480;Varejo;MEI;Standard;SP;Ribeirão Preto;Sudeste;2024-04-13
481;Salão do Bairro 481;Varejo;MEI;Standard;ES;Vitória;Sudeste;2021-03-09
482;Mercadinho do Bairro 482;Moda e Beleza;MEI;Standard;RJ;Duque de Caxias;Sudeste;2024-05-15
483;Clínica Central 483;Alimentação;MEI;Standard;PR;Maringá;Sul;2021-03-11
484;Empório Nova Era 484;Serviços;MEI;Premium;RJ;Niterói;Sudeste;2021-08-01
485;Bar Vitória 485;Outros;Pequena;Enterprise;SP;São Paulo;Sudeste;2023-03-20
486;Oficina São José 486;Serviços;MEI;Premium;SP;São Paulo;Sudeste;2024-03-18
487;Salão Estrela 487;Varejo;Média;Standard;SC;Joinville;Sul;2022-05-10
488;Ateliê Central 488;Varejo;Pequena;Premium;BA;Feira de Santana;Nordeste;2023-02-28
489;Casa Real 489;Alimentação;MEI;Standard;SP;Ribeirão Preto;Sudeste;2022-06-15
490;Bar Aurora 490;Moda e Beleza;MEI;Standard;DF;Brasília;Centro-Oeste;2021-06-16
491;Clínica Central 491;Saúde;MEI;Standard;SC;Blumenau;Sul;2023-09-25
492;Studio Express 492;Alimentação;Média;Standard;RO;Porto Velho;Norte;2021-05-26
493;Salão do Bairro 493;Varejo;MEI;Premium;MS;Campo Grande;Centro-Oeste;2023-07-06
494;Salão Aurora 494;Alimentação;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2024-08-18
495;Oficina Express 495;Moda e Beleza;MEI;Premium;SP;Santos;Sudeste;2023-05-07
496;Center Central 496;Serviços;MEI;Standard;SP;Santos;Sudeste;2021-04-04
497;Point Vitória 497;Educação;Pequena;Premium;SP;São Paulo;Sudeste;2022-11-14
498;Clínica Estrela 498;Alimentação;MEI;Standard;RJ;Niterói;Sudeste;2021-07-10
499;Mercadinho Central 499;Alimentação;MEI;Standard;SP;Campinas;Sudeste;2021-09-21
500;Boutique Express 500;Serviços;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2021-10-03
501;Espaço Horizonte 501;Saúde;MEI;Standard;PR;Curitiba;Sul;2022-01-07
502;Loja Popular 502;Educação;Pequena;Standard;PR;Maringá;Sul;2024-09-13
503;Padaria Familia 503;Serviços;Grande;Standard;MG;Juiz de Fora;Sudeste;2021-01-27
504;Bar Bom Preço 504;Varejo;Pequena;Standard;SC;Blumenau;Sul;2021-05-10
505;Oficina Popular 505;Moda e Beleza;Pequena;Standard;BA;Feira de Santana;Nordeste;2022-09-17
506;Loja Familia 506;Moda e Beleza;MEI;Standard;PB;João Pessoa;Nordeste;2023-11-22
507;Ateliê Horizonte 507;Moda e Beleza;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2021-01-29
508;Empório Real 508;Saúde;MEI;Standard;RJ;Niterói;Sudeste;2021-09-21
509;Ateliê Familia 509;Saúde;MEI;Standard;GO;Goiânia;Centro-Oeste;2021-09-29
510;Empório Bella 510;Serviços;MEI;Standard;BA;Feira de Santana;Nordeste;2024-09-21
511;Ateliê Central 511;Saúde;MEI;Standard;SP;Santos;Sudeste;2024-08-29
512;Salão Familia 512;Saúde;MEI;Standard;DF;Brasília;Centro-Oeste;2023-10-18
513;Empório Familia 513;Alimentação;MEI;Standard;MG;Juiz de Fora;Sudeste;2022-02-14
514;Oficina São José 514;Outros;MEI;Standard;MT;Cuiabá;Centro-Oeste;2023-04-17
515;Espaço Bella 515;Alimentação;MEI;Standard;SP;Ribeirão Preto;Sudeste;2021-05-22
516;Studio Horizonte 516;Educação;MEI;Standard;PR;Londrina;Sul;2023-12-05
517;Loja do Bairro 517;Varejo;MEI;Enterprise;MG;Uberlândia;Sudeste;2022-04-09
518;Empório Express 518;Serviços;MEI;Standard;SP;Campinas;Sudeste;2021-10-20
519;Bar Familia 519;Moda e Beleza;MEI;Standard;MG;Juiz de Fora;Sudeste;2021-05-15
520;Clínica Real 520;Alimentação;MEI;Standard;GO;Goiânia;Centro-Oeste;2023-08-23
521;Salão Nova Era 521;Varejo;Pequena;Standard;SP;Santos;Sudeste;2021-01-12
522;Empório Horizonte 522;Moda e Beleza;Pequena;Standard;SP;Santos;Sudeste;2023-10-10
523;Loja Real 523;Varejo;Média;Standard;SP;Santos;Sudeste;2022-10-20
524;Salão Prime 524;Moda e Beleza;MEI;Standard;MG;Belo Horizonte;Sudeste;2023-02-07
525;Espaço Real 525;Varejo;Pequena;Standard;AM;Manaus;Norte;2022-02-11
526;Espaço Vitória 526;Serviços;Pequena;Standard;GO;Goiânia;Centro-Oeste;2022-10-31
527;Ateliê Bom Preço 527;Alimentação;MEI;Standard;MG;Uberlândia;Sudeste;2022-08-22
528;Salão Popular 528;Varejo;MEI;Standard;RJ;Duque de Caxias;Sudeste;2022-04-03
529;Ateliê do Bairro 529;Serviços;MEI;Standard;GO;Goiânia;Centro-Oeste;2024-09-15
530;Oficina Aurora 530;Varejo;MEI;Standard;SP;Ribeirão Preto;Sudeste;2024-03-31
531;Loja Bom Preço 531;Outros;MEI;Premium;PE;Recife;Nordeste;2021-05-30
532;Restaurante do Bairro 532;Saúde;MEI;Standard;SC;Blumenau;Sul;2021-04-11
533;Casa Real 533;Outros;MEI;Standard;SC;Joinville;Sul;2022-12-07
534;Center Express 534;Serviços;Pequena;Premium;SC;Joinville;Sul;2021-06-23
535;Padaria Express 535;Moda e Beleza;MEI;Standard;MT;Cuiabá;Centro-Oeste;2023-11-10
536;Espaço Popular 536;Educação;Pequena;Enterprise;RJ;Rio de Janeiro;Sudeste;2022-02-21
537;Ateliê Aurora 537;Serviços;MEI;Standard;MG;Belo Horizonte;Sudeste;2022-06-30
538;Empório Bom Preço 538;Varejo;Média;Standard;PR;Curitiba;Sul;2021-11-28
539;Espaço São José 539;Saúde;MEI;Premium;SP;Santos;Sudeste;2024-07-23
540;Espaço Popular 540;Serviços;Pequena;Premium;SP;Ribeirão Preto;Sudeste;2023-10-13
541;Center Estrela 541;Saúde;Pequena;Standard;MA;São Luís;Nordeste;2024-07-13
542;Empório Nova Era 542;Serviços;Pequena;Standard;DF;Brasília;Centro-Oeste;2023-09-03
543;Mercadinho Familia 543;Outros;MEI;Standard;PE;Olinda;Nordeste;2023-08-25
544;Ateliê Horizonte 544;Serviços;MEI;Standard;PR;Maringá;Sul;2023-01-25
545;Bar Express 545;Serviços;Pequena;Premium;SC;Blumenau;Sul;2021-09-22
546;Ateliê Horizonte 546;Serviços;MEI;Standard;CE;Fortaleza;Nordeste;2023-06-17
547;Point Real 547;Varejo;MEI;Premium;SP;Ribeirão Preto;Sudeste;2023-02-16
548;Bar Horizonte 548;Serviços;MEI;Premium;SP;Ribeirão Preto;Sudeste;2023-08-08
549;Salão do Bairro 549;Serviços;Pequena;Standard;MA;São Luís;Nordeste;2023-10-15
550;Center Aurora 550;Saúde;MEI;Standard;GO;Anápolis;Centro-Oeste;2022-09-17
551;Espaço Aurora 551;Varejo;MEI;Standard;SP;Campinas;Sudeste;2024-07-09
552;Empório Bom Preço 552;Varejo;MEI;Standard;PR;Londrina;Sul;2024-08-13
553;Clínica do Bairro 553;Alimentação;Pequena;Premium;MA;São Luís;Nordeste;2023-03-14
